Week Starting,Company,State,City,Users,Transactions,Dollars,ASP,,,
12/30/13,Pink Cab,GA,ATLANTA GA, 72 , 114 ," 1,236 ", 10.84 ,,,
12/30/13,Pink Cab,TX,AUSTIN TX, 12 , 21 , 240 , 11.43 ,,,
12/30/13,Pink Cab,MA,BOSTON MA, 165 , 345 ," 4,308 ", 12.49 ,,,
12/30/13,Pink Cab,IL,CHICAGO IL, 390 , 654 ," 10,197 ", 15.59 ,,,
12/30/13,Pink Cab,TX,DALLAS TX, 42 , 90 , 831 , 9.23 ,,,
12/30/13,Pink Cab,CO,DENVER CO, 36 , 63 , 555 , 8.81 ,,,
12/30/13,Pink Cab,CA,LOS ANGELES CA, 804 ," 1,410 "," 22,767 ", 16.15 ,,,
12/30/13,Pink Cab,FL,MIAMI FL, 12 , 45 , 621 , 13.80 ,,,
12/30/13,Pink Cab,TN,NASHVILLE TN, 12 , 18 , 213 , 11.83 ,,,
12/30/13,Pink Cab,NY,NEW YORK NY, 204 , 447 ," 6,813 ", 15.24 ,,,
12/30/13,Pink Cab,CA,ORANGE COUNTY, 63 , 96 ," 1,743 ", 18.16 ,,,
12/30/13,Pink Cab,AZ,PHOENIX AZ, 30 , 42 , 564 , 13.43 ,,,
12/30/13,Pink Cab,PA,PITTSBURGH PA, 6 , 15 , 273 , 18.20 ,,,
12/30/13,Pink Cab,CA,SACRAMENTO CA, 30 , 51 , 747 , 14.65 ,,,
12/30/13,Pink Cab,CA,SAN DIEGO CA, 456 , 729 ," 12,645 ", 17.35 ,,,
12/30/13,Pink Cab,CA,SAN FRANCISCO CA," 1,524 "," 3,204 "," 46,041 ", 14.37 ,,,
12/30/13,Pink Cab,WA,SEATTLE WA, 171 , 288 ," 3,297 ", 11.45 ,,,
12/30/13,Pink Cab,CA,SILICON VALLEY, 132 , 213 ," 3,972 ", 18.65 ,,,
12/30/13,Pink Cab,Total US,Total US," 5,847 "," 10,959 "," 161,736 ", 14.76 ,,,
12/30/13,Pink Cab,AZ,TUCSON AZ, 15 , 24 , 360 , 15.00 ,,,
12/30/13,Pink Cab,DC,WASHINGTON DC, 117 , 246 ," 2,952 ", 12.00 ,,,
12/30/13,Yellow Cab,GA,ATLANTA GA, 248 , 434 ," 12,118 ", 27.92 ,,,
12/30/13,Yellow Cab,TX,AUSTIN TX, 44 , 101 ," 2,364 ", 23.40 ,,,
12/30/13,Yellow Cab,MA,BOSTON MA, 644 ," 1,432 "," 24,893 ", 17.38 ,,,
12/30/13,Yellow Cab,IL,CHICAGO IL," 1,740 "," 3,741 "," 76,172 ", 20.36 ,,,
12/30/13,Yellow Cab,TX,DALLAS TX, 311 , 597 ," 17,026 ", 28.52 ,,,
12/30/13,Yellow Cab,CO,DENVER CO, 90 , 152 ," 4,649 ", 30.58 ,,,
12/30/13,Yellow Cab,CA,LOS ANGELES CA," 1,053 "," 2,290 "," 58,741 ", 25.65 ,,,
12/30/13,Yellow Cab,FL,MIAMI FL, 48 , 87 ," 2,225 ", 25.57 ,,,
12/30/13,Yellow Cab,TN,NASHVILLE TN, 21 , 29 , 961 , 33.15 ,,,
12/30/13,Yellow Cab,NY,NEW YORK NY," 2,229 "," 4,362 "," 128,593 ", 29.48 ,,,
12/30/13,Yellow Cab,CA,ORANGE COUNTY, 64 , 111 ," 3,183 ", 28.68 ,,,
12/30/13,Yellow Cab,AZ,PHOENIX AZ, 34 , 63 ," 1,595 ", 25.32 ,,,
12/30/13,Yellow Cab,PA,PITTSBURGH PA, 8 , 12 , 429 , 35.76 ,,,
12/30/13,Yellow Cab,CA,SACRAMENTO CA, 34 , 62 ," 1,307 ", 21.08 ,,,
12/30/13,Yellow Cab,CA,SAN DIEGO CA, 402 , 874 ," 20,432 ", 23.38 ,,,
12/30/13,Yellow Cab,CA,SAN FRANCISCO CA," 1,340 "," 3,326 "," 60,892 ", 18.31 ,,,
12/30/13,Yellow Cab,WA,SEATTLE WA, 208 , 433 ," 10,726 ", 24.77 ,,,
12/30/13,Yellow Cab,CA,SILICON VALLEY, 129 , 250 ," 7,618 ", 30.47 ,,,
12/30/13,Yellow Cab,Total US,Total US," 14,299 "," 29,661 "," 714,243 ", 24.08 ,,,
12/30/13,Yellow Cab,AZ,TUCSON AZ, 24 , 55 ," 1,358 ", 24.69 ,,,
12/30/13,Yellow Cab,DC,WASHINGTON DC," 1,462 "," 3,143 "," 58,805 ", 18.71 ,,,
1/6/14,Pink Cab,GA,ATLANTA GA, 75 , 153 ," 1,572 ", 10.27 ,,,
1/6/14,Pink Cab,TX,AUSTIN TX, 18 , 24 , 369 , 15.38 ,,,
1/6/14,Pink Cab,MA,BOSTON MA, 177 , 336 ," 3,426 ", 10.20 ,,,
1/6/14,Pink Cab,IL,CHICAGO IL, 327 , 591 ," 6,831 ", 11.56 ,,,
1/6/14,Pink Cab,TX,DALLAS TX, 48 , 123 ," 1,053 ", 8.56 ,,,
1/6/14,Pink Cab,CO,DENVER CO, 27 , 42 , 507 , 12.07 ,,,
1/6/14,Pink Cab,CA,LOS ANGELES CA, 618 ," 1,152 "," 17,025 ", 14.78 ,,,
1/6/14,Pink Cab,FL,MIAMI FL, 21 , 54 , 756 , 14.00 ,,,
1/6/14,Pink Cab,TN,NASHVILLE TN, 27 , 42 , 714 , 17.00 ,,,
1/6/14,Pink Cab,NY,NEW YORK NY, 243 , 612 ," 8,205 ", 13.41 ,,,
1/6/14,Pink Cab,CA,ORANGE COUNTY, 21 , 39 , 648 , 16.62 ,,,
1/6/14,Pink Cab,AZ,PHOENIX AZ, 24 , 39 , 516 , 13.23 ,,,
1/6/14,Pink Cab,CA,SACRAMENTO CA, 15 , 33 , 348 , 10.55 ,,,
1/6/14,Pink Cab,CA,SAN DIEGO CA, 321 , 588 ," 7,437 ", 12.65 ,,,
1/6/14,Pink Cab,CA,SAN FRANCISCO CA," 1,590 "," 3,231 "," 43,509 ", 13.47 ,,,
1/6/14,Pink Cab,WA,SEATTLE WA, 147 , 324 ," 3,189 ", 9.84 ,,,
1/6/14,Pink Cab,CA,SILICON VALLEY, 102 , 180 ," 2,469 ", 13.72 ,,,
1/6/14,Pink Cab,Total US,Total US," 5,196 "," 10,227 "," 132,357 ", 12.94 ,,,
1/6/14,Pink Cab,AZ,TUCSON AZ, 6 , 15 , 168 , 11.20 ,,,
1/6/14,Pink Cab,DC,WASHINGTON DC, 141 , 285 ," 3,150 ", 11.05 ,,,
1/6/14,Yellow Cab,GA,ATLANTA GA, 184 , 345 ," 6,304 ", 18.27 ,,,
1/6/14,Yellow Cab,TX,AUSTIN TX, 43 , 101 ," 1,943 ", 19.23 ,,,
1/6/14,Yellow Cab,MA,BOSTON MA, 694 ," 1,560 "," 23,905 ", 15.32 ,,,
1/6/14,Yellow Cab,IL,CHICAGO IL," 1,860 "," 4,112 "," 71,815 ", 17.46 ,,,
1/6/14,Yellow Cab,TX,DALLAS TX, 190 , 369 ," 7,953 ", 21.55 ,,,
1/6/14,Yellow Cab,CO,DENVER CO, 78 , 154 ," 3,526 ", 22.90 ,,,
1/6/14,Yellow Cab,CA,LOS ANGELES CA, 839 ," 1,885 "," 36,189 ", 19.20 ,,,
1/6/14,Yellow Cab,FL,MIAMI FL, 40 , 73 ," 1,546 ", 21.18 ,,,
1/6/14,Yellow Cab,TN,NASHVILLE TN, 19 , 26 , 488 , 18.78 ,,,
1/6/14,Yellow Cab,NY,NEW YORK NY," 2,323 "," 5,286 "," 141,284 ", 26.73 ,,,
1/6/14,Yellow Cab,CA,ORANGE COUNTY, 48 , 78 ," 1,747 ", 22.39 ,,,
1/6/14,Yellow Cab,AZ,PHOENIX AZ, 21 , 48 , 886 , 18.46 ,,,
1/6/14,Yellow Cab,PA,PITTSBURGH PA, 2 , 3 , 69 , 23.05 ,,,
1/6/14,Yellow Cab,CA,SACRAMENTO CA, 20 , 37 ," 1,043 ", 28.20 ,,,
1/6/14,Yellow Cab,CA,SAN DIEGO CA, 277 , 504 ," 9,733 ", 19.31 ,,,
1/6/14,Yellow Cab,CA,SAN FRANCISCO CA," 1,405 "," 3,743 "," 57,426 ", 15.34 ,,,
1/6/14,Yellow Cab,WA,SEATTLE WA, 194 , 420 ," 7,754 ", 18.46 ,,,
1/6/14,Yellow Cab,CA,SILICON VALLEY, 107 , 224 ," 5,574 ", 24.89 ,,,
1/6/14,Yellow Cab,Total US,Total US," 13,135 "," 28,975 "," 577,342 ", 19.93 ,,,
1/6/14,Yellow Cab,AZ,TUCSON AZ, 21 , 35 , 449 , 12.83 ,,,
1/6/14,Yellow Cab,DC,WASHINGTON DC," 1,480 "," 3,394 "," 54,123 ", 15.95 ,,,
1/13/14,Pink Cab,GA,ATLANTA GA, 60 , 78 , 969 , 12.42 ,,,
1/13/14,Pink Cab,TX,AUSTIN TX, 15 , 15 , 258 , 17.20 ,,,
1/13/14,Pink Cab,MA,BOSTON MA, 213 , 546 ," 6,264 ", 11.47 ,,,
1/13/14,Pink Cab,IL,CHICAGO IL, 336 , 582 ," 6,804 ", 11.69 ,,,
1/13/14,Pink Cab,TX,DALLAS TX, 48 , 111 ," 1,245 ", 11.22 ,,,
1/13/14,Pink Cab,CO,DENVER CO, 21 , 57 , 600 , 10.53 ,,,
1/13/14,Pink Cab,CA,LOS ANGELES CA, 645 ," 1,197 "," 17,109 ", 14.29 ,,,
1/13/14,Pink Cab,FL,MIAMI FL, 15 , 48 , 525 , 10.94 ,,,
1/13/14,Pink Cab,TN,NASHVILLE TN, 33 , 54 , 561 , 10.39 ,,,
1/13/14,Pink Cab,NY,NEW YORK NY, 279 , 570 ," 7,944 ", 13.94 ,,,
1/13/14,Pink Cab,CA,ORANGE COUNTY, 15 , 15 , 210 , 14.00 ,,,
1/13/14,Pink Cab,AZ,PHOENIX AZ, 15 , 39 , 435 , 11.15 ,,,
1/13/14,Pink Cab,CA,SACRAMENTO CA, 18 , 30 , 402 , 13.40 ,,,
1/13/14,Pink Cab,CA,SAN DIEGO CA, 369 , 660 ," 7,302 ", 11.06 ,,,
1/13/14,Pink Cab,CA,SAN FRANCISCO CA," 1,605 "," 3,501 "," 48,261 ", 13.78 ,,,
1/13/14,Pink Cab,WA,SEATTLE WA, 165 , 357 ," 3,687 ", 10.33 ,,,
1/13/14,Pink Cab,CA,SILICON VALLEY, 93 , 216 ," 2,907 ", 13.46 ,,,
1/13/14,Pink Cab,Total US,Total US," 5,475 "," 10,914 "," 140,961 ", 12.92 ,,,
1/13/14,Pink Cab,AZ,TUCSON AZ, 12 , 27 , 351 , 13.00 ,,,
1/13/14,Pink Cab,DC,WASHINGTON DC, 111 , 207 ," 2,967 ", 14.33 ,,,
1/13/14,Yellow Cab,GA,ATLANTA GA, 182 , 368 ," 7,252 ", 19.71 ,,,
1/13/14,Yellow Cab,TX,AUSTIN TX, 46 , 88 ," 2,164 ", 24.59 ,,,
1/13/14,Yellow Cab,MA,BOSTON MA, 776 ," 1,917 "," 30,963 ", 16.15 ,,,
1/13/14,Yellow Cab,IL,CHICAGO IL," 1,832 "," 4,300 "," 67,618 ", 15.73 ,,,
1/13/14,Yellow Cab,TX,DALLAS TX, 213 , 430 ," 9,549 ", 22.21 ,,,
1/13/14,Yellow Cab,CO,DENVER CO, 88 , 172 ," 3,145 ", 18.29 ,,,
1/13/14,Yellow Cab,CA,LOS ANGELES CA, 950 ," 2,286 "," 42,909 ", 18.77 ,,,
1/13/14,Yellow Cab,FL,MIAMI FL, 56 , 167 ," 3,750 ", 22.45 ,,,
1/13/14,Yellow Cab,TN,NASHVILLE TN, 21 , 35 , 539 , 15.39 ,,,
1/13/14,Yellow Cab,NY,NEW YORK NY," 2,364 "," 5,437 "," 143,659 ", 26.42 ,,,
1/13/14,Yellow Cab,CA,ORANGE COUNTY, 37 , 63 ," 1,461 ", 23.19 ,,,
1/13/14,Yellow Cab,AZ,PHOENIX AZ, 28 , 57 ," 1,022 ", 17.94 ,,,
1/13/14,Yellow Cab,PA,PITTSBURGH PA, 10 , 14 , 256 , 18.26 ,,,
1/13/14,Yellow Cab,CA,SACRAMENTO CA, 30 , 50 , 788 , 15.76 ,,,
1/13/14,Yellow Cab,CA,SAN DIEGO CA, 314 , 642 ," 10,897 ", 16.97 ,,,
1/13/14,Yellow Cab,CA,SAN FRANCISCO CA," 1,649 "," 4,564 "," 70,187 ", 15.38 ,,,
1/13/14,Yellow Cab,WA,SEATTLE WA, 214 , 485 ," 8,754 ", 18.05 ,,,
1/13/14,Yellow Cab,CA,SILICON VALLEY, 109 , 220 ," 4,451 ", 20.23 ,,,
1/13/14,Yellow Cab,Total US,Total US," 14,498 "," 33,165 "," 638,573 ", 19.25 ,,,
1/13/14,Yellow Cab,AZ,TUCSON AZ, 19 , 49 , 829 , 16.93 ,,,
1/13/14,Yellow Cab,DC,WASHINGTON DC," 1,695 "," 3,905 "," 63,716 ", 16.32 ,,,
1/20/14,Pink Cab,GA,ATLANTA GA, 48 , 57 , 645 , 11.32 ,,,
1/20/14,Pink Cab,TX,AUSTIN TX, 3 , 9 , 72 , 8.00 ,,,
1/20/14,Pink Cab,MA,BOSTON MA, 171 , 348 ," 3,402 ", 9.78 ,,,
1/20/14,Pink Cab,IL,CHICAGO IL, 279 , 501 ," 6,186 ", 12.35 ,,,
1/20/14,Pink Cab,TX,DALLAS TX, 51 , 84 , 825 , 9.82 ,,,
1/20/14,Pink Cab,CO,DENVER CO, 15 , 51 , 465 , 9.12 ,,,
1/20/14,Pink Cab,CA,LOS ANGELES CA, 486 , 813 ," 12,003 ", 14.76 ,,,
1/20/14,Pink Cab,FL,MIAMI FL, 18 , 63 , 747 , 11.86 ,,,
1/20/14,Pink Cab,TN,NASHVILLE TN, 39 , 57 , 663 , 11.63 ,,,
1/20/14,Pink Cab,NY,NEW YORK NY, 213 , 342 ," 4,086 ", 11.95 ,,,
1/20/14,Pink Cab,CA,ORANGE COUNTY, 21 , 48 , 528 , 11.00 ,,,
1/20/14,Pink Cab,AZ,PHOENIX AZ, 9 , 12 , 165 , 13.75 ,,,
1/20/14,Pink Cab,CA,SACRAMENTO CA, 24 , 36 , 516 , 14.33 ,,,
1/20/14,Pink Cab,CA,SAN DIEGO CA, 336 , 549 ," 6,813 ", 12.41 ,,,
1/20/14,Pink Cab,CA,SAN FRANCISCO CA," 1,248 "," 2,529 "," 35,940 ", 14.21 ,,,
1/20/14,Pink Cab,WA,SEATTLE WA, 147 , 324 ," 3,384 ", 10.44 ,,,
1/20/14,Pink Cab,CA,SILICON VALLEY, 102 , 174 ," 2,757 ", 15.84 ,,,
1/20/14,Pink Cab,Total US,Total US," 4,518 "," 8,496 "," 112,206 ", 13.21 ,,,
1/20/14,Pink Cab,AZ,TUCSON AZ, 12 , 27 , 381 , 14.11 ,,,
1/20/14,Pink Cab,DC,WASHINGTON DC, 93 , 138 ," 1,833 ", 13.28 ,,,
1/20/14,Yellow Cab,GA,ATLANTA GA, 211 , 399 ," 7,848 ", 19.67 ,,,
1/20/14,Yellow Cab,TX,AUSTIN TX, 54 , 153 ," 3,454 ", 22.57 ,,,
1/20/14,Yellow Cab,MA,BOSTON MA, 715 ," 1,720 "," 27,438 ", 15.95 ,,,
1/20/14,Yellow Cab,IL,CHICAGO IL," 1,605 "," 3,540 "," 57,363 ", 16.20 ,,,
1/20/14,Yellow Cab,TX,DALLAS TX, 204 , 367 ," 7,854 ", 21.40 ,,,
1/20/14,Yellow Cab,CO,DENVER CO, 97 , 174 ," 3,636 ", 20.89 ,,,
1/20/14,Yellow Cab,CA,LOS ANGELES CA, 737 ," 1,659 "," 32,710 ", 19.72 ,,,
1/20/14,Yellow Cab,FL,MIAMI FL, 57 , 150 ," 3,547 ", 23.64 ,,,
1/20/14,Yellow Cab,TN,NASHVILLE TN, 26 , 46 , 628 , 13.66 ,,,
1/20/14,Yellow Cab,NY,NEW YORK NY," 2,140 "," 4,437 "," 138,628 ", 31.24 ,,,
1/20/14,Yellow Cab,CA,ORANGE COUNTY, 35 , 59 ," 1,870 ", 31.69 ,,,
1/20/14,Yellow Cab,AZ,PHOENIX AZ, 21 , 32 , 484 , 15.12 ,,,
1/20/14,Yellow Cab,PA,PITTSBURGH PA, 7 , 12 , 214 , 17.86 ,,,
1/20/14,Yellow Cab,CA,SACRAMENTO CA, 29 , 72 ," 1,146 ", 15.92 ,,,
1/20/14,Yellow Cab,CA,SAN DIEGO CA, 314 , 611 ," 10,377 ", 16.98 ,,,
1/20/14,Yellow Cab,CA,SAN FRANCISCO CA," 1,435 "," 3,787 "," 57,959 ", 15.30 ,,,
1/20/14,Yellow Cab,WA,SEATTLE WA, 212 , 529 ," 8,675 ", 16.40 ,,,
1/20/14,Yellow Cab,CA,SILICON VALLEY, 123 , 269 ," 7,024 ", 26.11 ,,,
1/20/14,Yellow Cab,Total US,Total US," 13,285 "," 28,889 "," 592,839 ", 20.52 ,,,
1/20/14,Yellow Cab,AZ,TUCSON AZ, 22 , 53 , 821 , 15.48 ,,,
1/20/14,Yellow Cab,DC,WASHINGTON DC," 1,497 "," 3,222 "," 56,976 ", 17.68 ,,,
1/27/14,Pink Cab,GA,ATLANTA GA, 45 , 66 , 867 , 13.14 ,,,
1/27/14,Pink Cab,TX,AUSTIN TX, 12 , 24 , 360 , 15.00 ,,,
1/27/14,Pink Cab,MA,BOSTON MA, 201 , 447 ," 5,382 ", 12.04 ,,,
1/27/14,Pink Cab,IL,CHICAGO IL, 396 , 636 ," 7,500 ", 11.79 ,,,
1/27/14,Pink Cab,TX,DALLAS TX, 51 , 126 ," 1,188 ", 9.43 ,,,
1/27/14,Pink Cab,CO,DENVER CO, 27 , 42 , 348 , 8.29 ,,,
1/27/14,Pink Cab,CA,LOS ANGELES CA, 630 ," 1,104 "," 15,690 ", 14.21 ,,,
1/27/14,Pink Cab,FL,MIAMI FL, 27 , 90 ," 1,701 ", 18.90 ,,,
1/27/14,Pink Cab,TN,NASHVILLE TN, 42 , 72 , 675 , 9.38 ,,,
1/27/14,Pink Cab,NY,NEW YORK NY, 264 , 477 ," 6,810 ", 14.28 ,,,
1/27/14,Pink Cab,CA,ORANGE COUNTY, 24 , 36 , 681 , 18.92 ,,,
1/27/14,Pink Cab,AZ,PHOENIX AZ, 27 , 33 , 450 , 13.64 ,,,
1/27/14,Pink Cab,CA,SACRAMENTO CA, 27 , 84 ," 1,023 ", 12.18 ,,,
1/27/14,Pink Cab,CA,SAN DIEGO CA, 360 , 609 ," 7,518 ", 12.34 ,,,
1/27/14,Pink Cab,CA,SAN FRANCISCO CA," 1,572 "," 3,111 "," 44,385 ", 14.27 ,,,
1/27/14,Pink Cab,WA,SEATTLE WA, 141 , 291 ," 3,501 ", 12.03 ,,,
1/27/14,Pink Cab,CA,SILICON VALLEY, 96 , 138 ," 1,947 ", 14.11 ,,,
1/27/14,Pink Cab,Total US,Total US," 5,481 "," 10,383 "," 139,965 ", 13.48 ,,,
1/27/14,Pink Cab,AZ,TUCSON AZ, 9 , 21 , 222 , 10.57 ,,,
1/27/14,Pink Cab,DC,WASHINGTON DC, 141 , 258 ," 3,363 ", 13.03 ,,,
1/27/14,Yellow Cab,GA,ATLANTA GA, 217 , 397 ," 8,277 ", 20.85 ,,,
1/27/14,Yellow Cab,TX,AUSTIN TX, 59 , 163 ," 3,680 ", 22.58 ,,,
1/27/14,Yellow Cab,MA,BOSTON MA, 862 ," 2,345 "," 37,225 ", 15.87 ,,,
1/27/14,Yellow Cab,IL,CHICAGO IL," 2,102 "," 5,104 "," 77,159 ", 15.12 ,,,
1/27/14,Yellow Cab,TX,DALLAS TX, 232 , 435 ," 9,820 ", 22.57 ,,,
1/27/14,Yellow Cab,CO,DENVER CO, 83 , 139 ," 2,926 ", 21.05 ,,,
1/27/14,Yellow Cab,CA,LOS ANGELES CA," 1,037 "," 2,488 "," 47,398 ", 19.05 ,,,
1/27/14,Yellow Cab,FL,MIAMI FL, 59 , 164 ," 2,818 ", 17.18 ,,,
1/27/14,Yellow Cab,TN,NASHVILLE TN, 31 , 69 , 953 , 13.82 ,,,
1/27/14,Yellow Cab,NY,NEW YORK NY," 2,656 "," 6,439 "," 172,527 ", 26.79 ,,,
1/27/14,Yellow Cab,CA,ORANGE COUNTY, 40 , 97 ," 2,065 ", 21.28 ,,,
1/27/14,Yellow Cab,AZ,PHOENIX AZ, 27 , 44 , 787 , 17.88 ,,,
1/27/14,Yellow Cab,PA,PITTSBURGH PA, 6 , 10 , 144 , 14.35 ,,,
1/27/14,Yellow Cab,CA,SACRAMENTO CA, 35 , 73 ," 1,089 ", 14.92 ,,,
1/27/14,Yellow Cab,CA,SAN DIEGO CA, 359 , 696 ," 12,258 ", 17.61 ,,,
1/27/14,Yellow Cab,CA,SAN FRANCISCO CA," 1,658 "," 4,667 "," 69,483 ", 14.89 ,,,
1/27/14,Yellow Cab,WA,SEATTLE WA, 203 , 460 ," 6,756 ", 14.69 ,,,
1/27/14,Yellow Cab,CA,SILICON VALLEY, 130 , 318 ," 6,371 ", 20.03 ,,,
1/27/14,Yellow Cab,Total US,Total US," 15,874 "," 37,705 "," 723,986 ", 19.20 ,,,
1/27/14,Yellow Cab,AZ,TUCSON AZ, 27 , 76 ," 1,137 ", 14.96 ,,,
1/27/14,Yellow Cab,DC,WASHINGTON DC," 1,811 "," 4,354 "," 70,135 ", 16.11 ,,,
2/3/14,Pink Cab,GA,ATLANTA GA, 48 , 72 , 864 , 12.00 ,,,
2/3/14,Pink Cab,TX,AUSTIN TX, 24 , 63 ," 1,047 ", 16.62 ,,,
2/3/14,Pink Cab,MA,BOSTON MA, 180 , 417 ," 4,671 ", 11.20 ,,,
2/3/14,Pink Cab,IL,CHICAGO IL, 408 , 798 ," 9,405 ", 11.79 ,,,
2/3/14,Pink Cab,TX,DALLAS TX, 51 , 132 ," 1,317 ", 9.98 ,,,
2/3/14,Pink Cab,CO,DENVER CO, 39 , 66 , 564 , 8.55 ,,,
2/3/14,Pink Cab,CA,LOS ANGELES CA, 762 ," 1,296 "," 19,734 ", 15.23 ,,,
2/3/14,Pink Cab,FL,MIAMI FL, 24 , 51 , 738 , 14.47 ,,,
2/3/14,Pink Cab,TN,NASHVILLE TN, 45 , 57 , 636 , 11.16 ,,,
2/3/14,Pink Cab,NY,NEW YORK NY, 288 , 588 ," 8,259 ", 14.05 ,,,
2/3/14,Pink Cab,CA,ORANGE COUNTY, 33 , 72 ," 1,032 ", 14.33 ,,,
2/3/14,Pink Cab,AZ,PHOENIX AZ, 18 , 27 , 474 , 17.56 ,,,
2/3/14,Pink Cab,CA,SACRAMENTO CA, 27 , 45 , 444 , 9.87 ,,,
2/3/14,Pink Cab,CA,SAN DIEGO CA, 402 , 669 ," 8,109 ", 12.12 ,,,
2/3/14,Pink Cab,CA,SAN FRANCISCO CA," 1,656 "," 3,519 "," 49,347 ", 14.02 ,,,
2/3/14,Pink Cab,WA,SEATTLE WA, 165 , 312 ," 3,726 ", 11.94 ,,,
2/3/14,Pink Cab,CA,SILICON VALLEY, 99 , 183 ," 3,276 ", 17.90 ,,,
2/3/14,Pink Cab,Total US,Total US," 5,907 "," 11,325 "," 152,763 ", 13.49 ,,,
2/3/14,Pink Cab,AZ,TUCSON AZ, 9 , 36 , 501 , 13.92 ,,,
2/3/14,Pink Cab,DC,WASHINGTON DC, 162 , 270 ," 3,405 ", 12.61 ,,,
2/3/14,Yellow Cab,GA,ATLANTA GA, 197 , 410 ," 8,135 ", 19.84 ,,,
2/3/14,Yellow Cab,TX,AUSTIN TX, 60 , 159 ," 3,278 ", 20.61 ,,,
2/3/14,Yellow Cab,MA,BOSTON MA, 861 ," 2,394 "," 36,175 ", 15.11 ,,,
2/3/14,Yellow Cab,IL,CHICAGO IL," 2,051 "," 4,929 "," 78,099 ", 15.84 ,,,
2/3/14,Yellow Cab,TX,DALLAS TX, 225 , 404 ," 8,830 ", 21.86 ,,,
